dataset,feature_strategy,model,fold,accuracy,precision,recall,f1,roc_auc
A_Full_ALSvsHC,Full_214_LASSO,VQC,2,0.3548387096774194,0.25,0.5,0.3333333333333333,0.4380952380952381
A_Full_ALSvsHC,Full_214_LASSO,VQC,3,0.41935483870967744,0.3181818181818182,0.7,0.4375,0.4
A_Full_ALSvsHC,Full_214_LASSO,VQC,4,0.4,0.2777777777777778,0.5,0.35714285714285715,0.44
A_Full_ALSvsHC,Full_214_LASSO,VQC,5,0.6333333333333333,0.4666666666666667,0.7,0.56,0.68
A_Full_ALSvsHC,Full_214_LASSO,VQC,6,0.45161290322580644,0.3333333333333333,0.5454545454545454,0.41379310344827586,0.4568181818181818
A_Full_ALSvsHC,Full_214_LASSO,VQC,7,0.2903225806451613,0.07142857142857142,0.1,0.08333333333333333,0.23809523809523814
A_Full_ALSvsHC,Full_214_LASSO,VQC,8,0.5161290322580645,0.3333333333333333,0.5,0.4,0.5166666666666667
A_Full_ALSvsHC,Full_214_LASSO,VQC,9,0.5333333333333333,0.3,0.3,0.3,0.47750000000000004
A_Full_ALSvsHC,Full_214_LASSO,VQC,10,0.5333333333333333,0.4,0.8,0.5333333333333333,0.5425
A_Full_ALSvsHC,Full_214_LASSO,VQC,11,0.5161290322580645,0.3,0.2727272727272727,0.2857142857142857,0.4431818181818182
A_Full_ALSvsHC,Full_214_LASSO,VQC,12,0.5483870967741935,0.375,0.6,0.46153846153846156,0.4761904761904762
A_Full_ALSvsHC,Full_214_LASSO,VQC,13,0.4838709677419355,0.2857142857142857,0.4,0.3333333333333333,0.39047619047619053
A_Full_ALSvsHC,Full_214_LASSO,VQC,14,0.6,0.4,0.4,0.4,0.6425
A_Full_ALSvsHC,Full_214_LASSO,VQC,15,0.6333333333333333,0.45454545454545453,0.5,0.47619047619047616,0.67
A_Full_ALSvsHC,Full_214_LASSO,QNN,1,0.3548387096774194,0.2857142857142857,0.5454545454545454,0.375,0.3977272727272727
A_Full_ALSvsHC,Full_214_LASSO,QNN,2,0.41935483870967744,0.3181818181818182,0.7,0.4375,0.44285714285714284
A_Full_ALSvsHC,Full_214_LASSO,QNN,3,0.3225806451612903,0.23809523809523808,0.5,0.3225806451612903,0.41904761904761906
