fold,arm,accuracy,precision,recall,f1,roc_auc,dataset,feature_strategy,n_quantum_features_kept
12,classical_only,0.7857142857142857,0.7692307692307693,1.0,0.8695652173913043,0.8,B_StrictDysarthricALSvsHC,Full_214_LASSO,
12,quantum_only,0.6428571428571429,0.6923076923076923,0.9,0.782608695652174,0.5,B_StrictDysarthricALSvsHC,Full_214_LASSO,
12,ensemble_avg,0.7857142857142857,0.7692307692307693,1.0,0.8695652173913043,0.75,B_StrictDysarthricALSvsHC,Full_214_LASSO,
12,hybrid,0.8571428571428571,0.8333333333333334,1.0,0.9090909090909091,0.8,B_StrictDysarthricALSvsHC,Full_214_LASSO,8.0
13,classical_only,1.0,1.0,1.0,1.0,1.0,B_StrictDysarthricALSvsHC,Full_214_LASSO,
13,quantum_only,0.7142857142857143,0.7142857142857143,1.0,0.8333333333333334,0.575,B_StrictDysarthricALSvsHC,Full_214_LASSO,
13,ensemble_avg,0.8571428571428571,0.8333333333333334,1.0,0.9090909090909091,1.0,B_StrictDysarthricALSvsHC,Full_214_LASSO,
13,hybrid,1.0,1.0,1.0,1.0,1.0,B_StrictDysarthricALSvsHC,Full_214_LASSO,8.0
14,classical_only,0.7857142857142857,0.7692307692307693,1.0,0.8695652173913043,0.95,B_StrictDysarthricALSvsHC,Full_214_LASSO,
14,quantum_only,0.7142857142857143,0.7142857142857143,1.0,0.8333333333333334,0.75,B_StrictDysarthricALSvsHC,Full_214_LASSO,
14,ensemble_avg,0.7142857142857143,0.7142857142857143,1.0,0.8333333333333334,0.975,B_StrictDysarthricALSvsHC,Full_214_LASSO,
14,hybrid,0.7857142857142857,0.7692307692307693,1.0,0.8695652173913043,0.95,B_StrictDysarthricALSvsHC,Full_214_LASSO,8.0
15,classical_only,1.0,1.0,1.0,1.0,1.0,B_StrictDysarthricALSvsHC,Full_214_LASSO,
15,quantum_only,0.7692307692307693,0.7692307692307693,1.0,0.8695652173913043,0.16666666666666669,B_StrictDysarthricALSvsHC,Full_214_LASSO,
15,ensemble_avg,0.8461538461538461,0.8333333333333334,1.0,0.9090909090909091,1.0,B_StrictDysarthricALSvsHC,Full_214_LASSO,
15,hybrid,1.0,1.0,1.0,1.0,1.0,B_StrictDysarthricALSvsHC,Full_214_LASSO,8.0
