fold,arm,accuracy,precision,recall,f1,roc_auc,dataset,feature_strategy,n_quantum_features_kept
10,quantum_only,0.7692307692307693,0.7692307692307693,1.0,0.8695652173913043,0.5,B_StrictDysarthricALSvsHC,Curated_Pool_LASSO,
10,ensemble_avg,0.8461538461538461,0.8333333333333334,1.0,0.9090909090909091,1.0,B_StrictDysarthricALSvsHC,Curated_Pool_LASSO,
10,hybrid,0.9230769230769231,0.9090909090909091,1.0,0.9523809523809523,1.0,B_StrictDysarthricALSvsHC,Curated_Pool_LASSO,8.0
11,classical_only,1.0,1.0,1.0,1.0,1.0,B_StrictDysarthricALSvsHC,Curated_Pool_LASSO,
11,quantum_only,0.7142857142857143,0.7692307692307693,0.9090909090909091,0.8333333333333334,0.8181818181818181,B_StrictDysarthricALSvsHC,Curated_Pool_LASSO,
11,ensemble_avg,0.9285714285714286,0.9166666666666666,1.0,0.9565217391304348,1.0,B_StrictDysarthricALSvsHC,Curated_Pool_LASSO,
11,hybrid,0.9285714285714286,0.9166666666666666,1.0,0.9565217391304348,1.0,B_StrictDysarthricALSvsHC,Curated_Pool_LASSO,8.0
12,classical_only,0.7857142857142857,0.8181818181818182,0.9,0.8571428571428571,0.675,B_StrictDysarthricALSvsHC,Curated_Pool_LASSO,
12,quantum_only,0.7142857142857143,0.7142857142857143,1.0,0.8333333333333334,0.275,B_StrictDysarthricALSvsHC,Curated_Pool_LASSO,
12,ensemble_avg,0.7142857142857143,0.75,0.9,0.8181818181818182,0.7,B_StrictDysarthricALSvsHC,Curated_Pool_LASSO,
12,hybrid,0.7142857142857143,0.75,0.9,0.8181818181818182,0.65,B_StrictDysarthricALSvsHC,Curated_Pool_LASSO,8.0
13,classical_only,0.9285714285714286,0.9090909090909091,1.0,0.9523809523809523,1.0,B_StrictDysarthricALSvsHC,Curated_Pool_LASSO,
13,quantum_only,0.7142857142857143,0.7142857142857143,1.0,0.8333333333333334,0.825,B_StrictDysarthricALSvsHC,Curated_Pool_LASSO,
13,ensemble_avg,0.8571428571428571,0.8333333333333334,1.0,0.9090909090909091,1.0,B_StrictDysarthricALSvsHC,Curated_Pool_LASSO,
13,hybrid,0.9285714285714286,0.9090909090909091,1.0,0.9523809523809523,1.0,B_StrictDysarthricALSvsHC,Curated_Pool_LASSO,8.0
14,classical_only,0.8571428571428571,0.8333333333333334,1.0,0.9090909090909091,1.0,B_StrictDysarthricALSvsHC,Curated_Pool_LASSO,
14,quantum_only,0.7142857142857143,0.7142857142857143,1.0,0.8333333333333334,0.7250000000000001,B_StrictDysarthricALSvsHC,Curated_Pool_LASSO,
14,ensemble_avg,0.7142857142857143,0.7142857142857143,1.0,0.8333333333333334,1.0,B_StrictDysarthricALSvsHC,Curated_Pool_LASSO,
14,hybrid,0.9285714285714286,0.9090909090909091,1.0,0.9523809523809523,1.0,B_StrictDysarthricALSvsHC,Curated_Pool_LASSO,8.0
15,classical_only,1.0,1.0,1.0,1.0,1.0,B_StrictDysarthricALSvsHC,Curated_Pool_LASSO,
15,quantum_only,0.7692307692307693,0.7692307692307693,1.0,0.8695652173913043,0.5,B_StrictDysarthricALSvsHC,Curated_Pool_LASSO,
15,ensemble_avg,0.7692307692307693,0.7692307692307693,1.0,0.8695652173913043,1.0,B_StrictDysarthricALSvsHC,Curated_Pool_LASSO,
15,hybrid,1.0,1.0,1.0,1.0,1.0,B_StrictDysarthricALSvsHC,Curated_Pool_LASSO,8.0
